Dataset Name,Image Name,Assay Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody],Antibody Identifier,Comment [Antibody],Comment [Probe],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,151_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 151",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,151_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,167_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 167",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,167_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,167_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 167",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,167_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,167_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 167",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,167_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,175_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 175",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,175_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,175_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 175",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,175_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,175_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 175",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,175_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,191_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 191",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,191_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,191_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 191",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,191_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,191_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 191",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,191_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,199_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 199",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,199_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,199_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 199",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,199_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,199_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 199",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,199_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,207_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 207",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,207_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,207_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 207",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,207_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,207_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 207",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,207_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,215_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 215",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,215_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,215_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 215",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,215_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,215_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 215",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,215_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,239_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 239",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,239_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,239_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 239",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,239_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,239_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 239",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,239_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,259_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 259",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,259_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,259_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 259",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,259_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,259_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 259",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,259_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,287_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 287",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,287_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,287_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 287",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,287_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,287_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 287",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,287_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,295_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 295",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,295_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,295_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 295",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,295_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,295_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 295",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,295_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,303_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 303",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,303_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,303_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 303",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,303_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,303_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 303",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,303_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,323_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 323",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,323_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,323_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 323",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,323_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,323_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 323",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,323_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,381_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 381",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,381_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,381_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 381",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,381_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,381_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 381",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,381_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,393_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 393",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,393_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,393_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 393",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,393_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,393_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 393",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,393_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,406_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 406",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,406_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,406_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 406",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,406_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,406_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 406",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,406_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,413_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 413",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,413_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,413_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 413",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,413_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,413_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 413",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,413_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,421_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 421",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,421_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,421_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 421",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,421_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,421_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 421",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,421_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,429_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 429",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,429_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,429_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 429",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,429_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,429_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 429",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,429_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,437_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 437",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,437_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,437_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 437",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,437_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,437_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 437",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,437_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,445_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 445",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,445_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,445_GAP43.svs [label image]",HuDSeN:1108,"Embryo N352, slide 445",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,445_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,445_GAP43.svs [0]",HuDSeN:1108,"Embryo N352, slide 445",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,445_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
GAP43-CS19,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,453_GAP43.svs [macro image]",HuDSeN:1108,"Embryo N352, slide 453",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GAP43,NM_002045,Sigma G9264,,ENSG00000172020,GAP43,"HDBR_GAP43_IHC_CS19_coronal/352,1,Head,CS19,453_GAP43.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
