Dataset Name,Image Name,Assay Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody],Term Source 2 REF,Term Source 2 Accession,Comment [Antibody],Comment [Probe],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
HDBR_MYBPC3_ISH_CS19,N457_334_1.jpg,HuDSeN:415,"Embryo N547, slide 334, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/N457_334_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS19,N457_334_3.jpg,HuDSeN:415,"Embryo N547, slide 334, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/N457_334_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS19,N457_354_1.jpg,HuDSeN:415,"Embryo N547, slide 354, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/N457_354_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS19,N457_354_3.jpg,HuDSeN:415,"Embryo N547, slide 354, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/N457_354_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS19,N457_364_1.jpg,HuDSeN:415,"Embryo N547, slide 364, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/N457_364_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS19,N457_394_3.jpg,HuDSeN:415,"Embryo N547, slide 394, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/N457_394_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYL2_ISH,"10733,4,Embryo,CS16,104_2018-10-18 15_47_41.scn",HuDSeN:1152,"Embryo 10733, slide 104",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000432,,Partial sequence: BC031006,ENSG00000111245,MYL2,"HDBR_MYL2_ISH/10733,4,Embryo,CS16,104_2018-10-18 15_47_41.scn",Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_MYL2_ISH,"10762,2,Embryo,CS16,145_2018-10-18 15_48_47.scn",HuDSeN:1152,"Embryo 10762, slide 145",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000432,,Partial sequence: BC031006,ENSG00000111245,MYL2,"HDBR_MYL2_ISH/10762,2,Embryo,CS16,145_2018-10-18 15_48_47.scn",Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_MYL2_ISH,"10762,2,Embryo,CS16,149_2018-10-18 15_50_30.scn",HuDSeN:1152,"Embryo 10762, slide 149",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000432,,Partial sequence: BC031006,ENSG00000111245,MYL2,"HDBR_MYL2_ISH/10762,2,Embryo,CS16,149_2018-10-18 15_50_30.scn",Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NES_IHC,3DView.jpg,HuDSeN:202,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Nestin,NCBITaxon,NM_006617,Chemicon MAB5326,,ENSG00000132688,NES,HDBR_NES_IHC/3DView.jpg,3D view of data mapped into a CS19 model,,Red = strong expression,,Neural tissue (strong)
HDBR_NES_IHC,3DView.mpg,HuDSeN:202,3D movie,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Nestin,NCBITaxon,NM_006617,Chemicon MAB5326,,ENSG00000132688,NES,HDBR_NES_IHC/3DView.mpg,3D movie of data mapped into a CS19 model,,Red = strong expression,,Neural tissue (strong)
HDBR_NES_IHC,N454_098_02.jpg,HuDSeN:202,"Embryo N454, slide 098, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Nestin,NCBITaxon,NM_006617,Chemicon MAB5326,,ENSG00000132688,NES,HDBR_NES_IHC/N454_098_02.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NES_IHC,N454_098_04.jpg,HuDSeN:202,"Embryo N454, slide 098, section 4",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Nestin,NCBITaxon,NM_006617,Chemicon MAB5326,,ENSG00000132688,NES,HDBR_NES_IHC/N454_098_04.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NES_IHC,N454_109_02.jpg,HuDSeN:202,"Embryo N454, slide 109, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Nestin,NCBITaxon,NM_006617,Chemicon MAB5326,,ENSG00000132688,NES,HDBR_NES_IHC/N454_109_02.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NES_IHC,N454_109_04.jpg,HuDSeN:202,"Embryo N454, slide 109, section 4",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Nestin,NCBITaxon,NM_006617,Chemicon MAB5326,,ENSG00000132688,NES,HDBR_NES_IHC/N454_109_04.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NES_IHC,N454_118_02.jpg,HuDSeN:202,"Embryo N454, slide 118, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Nestin,NCBITaxon,NM_006617,Chemicon MAB5326,,ENSG00000132688,NES,HDBR_NES_IHC/N454_118_02.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NES_IHC,N454_118_04.jpg,HuDSeN:202,"Embryo N454, slide 118, section 4",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Nestin,NCBITaxon,NM_006617,Chemicon MAB5326,,ENSG00000132688,NES,HDBR_NES_IHC/N454_118_04.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NES_IHC,N454_129_02.jpg,HuDSeN:202,"Embryo N454, slide 129, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Nestin,NCBITaxon,NM_006617,Chemicon MAB5326,,ENSG00000132688,NES,HDBR_NES_IHC/N454_129_02.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NES_IHC,N454_129_04.jpg,HuDSeN:202,"Embryo N454, slide 129, section 4",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Nestin,NCBITaxon,NM_006617,Chemicon MAB5326,,ENSG00000132688,NES,HDBR_NES_IHC/N454_129_04.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NES_IHC,N454_138_02.jpg,HuDSeN:202,"Embryo N454, slide 138, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Nestin,NCBITaxon,NM_006617,Chemicon MAB5326,,ENSG00000132688,NES,HDBR_NES_IHC/N454_138_02.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NES_IHC,N454_138_04.jpg,HuDSeN:202,"Embryo N454, slide 138, section 4",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Nestin,NCBITaxon,NM_006617,Chemicon MAB5326,,ENSG00000132688,NES,HDBR_NES_IHC/N454_138_04.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NES_IHC,N454_147_02.jpg,HuDSeN:202,"Embryo N454, slide 147, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Nestin,NCBITaxon,NM_006617,Chemicon MAB5326,,ENSG00000132688,NES,HDBR_NES_IHC/N454_147_02.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NES_IHC,N454_147_04.jpg,HuDSeN:202,"Embryo N454, slide 147, section 4",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Nestin,NCBITaxon,NM_006617,Chemicon MAB5326,,ENSG00000132688,NES,HDBR_NES_IHC/N454_147_04.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NES_IHC,N454_163_02.jpg,HuDSeN:202,"Embryo N454, slide 163, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Nestin,NCBITaxon,NM_006617,Chemicon MAB5326,,ENSG00000132688,NES,HDBR_NES_IHC/N454_163_02.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NHEJ1_ISH,CS19_N598_118_1.jpg,HuDSeN:145,"Embryo N598, slide 118, section 1 ",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_024782,,nt 96 - nt 652 of BC030986,ENSG00000187736,NHEJ1,HDBR_NHEJ1_ISH/CS19_N598_118_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_NHEJ1_ISH,CS19_N598_118_2.jpg,HuDSeN:145,"Embryo N598, slide 118, section 2 ",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_024782,,nt 96 - nt 652 of BC030986,ENSG00000187736,NHEJ1,HDBR_NHEJ1_ISH/CS19_N598_118_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_NHEJ1_ISH,CS19_N598_132.jpg,HuDSeN:145,"Embryo N598, slide 132 ",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_024782,,nt 96 - nt 652 of BC030986,ENSG00000187736,NHEJ1,HDBR_NHEJ1_ISH/CS19_N598_132.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_NHEJ1_ISH,CS20_N508_147.jpg,HuDSeN:145,"Embryo N508, slide 147 ",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NCBITaxon,NM_024782,,nt 96 - nt 652 of BC030986,ENSG00000187736,NHEJ1,HDBR_NHEJ1_ISH/CS20_N508_147.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_NHEJ1_ISH,CS21_N641_067.jpg,HuDSeN:145,"Embryo N641, slide 067 ",Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_024782,,nt 96 - nt 652 of BC030986,ENSG00000187736,NHEJ1,HDBR_NHEJ1_ISH/CS21_N641_067.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_NHEJ1_ISH,CS21_N641_074.jpg,HuDSeN:145,"Embryo N641, slide 074 ",Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_024782,,nt 96 - nt 652 of BC030986,ENSG00000187736,NHEJ1,HDBR_NHEJ1_ISH/CS21_N641_074.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_NHEJ1_ISH,CS21_N641_076.jpg,HuDSeN:145,"Embryo N641, slide 076 ",Homo sapiens,NCBITaxon,9606,CS21,In situ hybridisation,,NCBITaxon,NM_024782,,nt 96 - nt 652 of BC030986,ENSG00000187736,NHEJ1,HDBR_NHEJ1_ISH/CS21_N641_076.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_NHEJ1_ISH,CS23_N300_426.jpg,HuDSeN:145,"Embryo N300, slide 426 ",Homo sapiens,NCBITaxon,9606,CS23,In situ hybridisation,,NCBITaxon,NM_024782,,nt 96 - nt 652 of BC030986,ENSG00000187736,NHEJ1,HDBR_NHEJ1_ISH/CS23_N300_426.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_NKX2-1_IHC,"11557,3,head,L8pcw,094_NKX2-1.svs",HuDSeN:902,"Embryo 11557, slide 94",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,TTF-1,NCBITaxon,NM_003317,Dako M3575,,ENSG00000136352,NKX2-1,"HDBR_NKX2-1_IHC/11557,3,head,L8pcw,094_NKX2-1.svs",Original experimental image,Brightfield,,DAB,Medial ganglionic eminence (strong)
HDBR_NKX2-1_IHC,"11557,3,head,L8pcw,096_2014-10-15 11_26_36.scn",HuDSeN:902,"Embryo 11557, slide 96",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,TTF-1,NCBITaxon,NM_003317,Dako M3575,,ENSG00000136352,NKX2-1,"HDBR_NKX2-1_IHC/11557,3,head,L8pcw,096_2014-10-15 11_26_36.scn",Original experimental image,Brightfield,,DAB,Medial ganglionic eminence (strong)
HDBR_NKX2-1_IHC,"11761,12,brain slice 3,12pcw,031_NKX2-1.svs",HuDSeN:902,"Fetal brain 11761, slide 31",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,TTF-1,NCBITaxon,NM_003317,Dako M3575,,ENSG00000136352,NKX2-1,"HDBR_NKX2-1_IHC/11761,12,brain slice 3,12pcw,031_NKX2-1.svs",Original experimental image,Brightfield,,DAB,Medial ganglionic eminence (strong)
HDBR_NKX2-1_IHC,"11761,12,brain slice 3,12pcw,050_NKX2-1.svs",HuDSeN:902,"Fetal brain 11761, slide 50",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,TTF-1,NCBITaxon,NM_003317,Dako M3575,,ENSG00000136352,NKX2-1,"HDBR_NKX2-1_IHC/11761,12,brain slice 3,12pcw,050_NKX2-1.svs",Original experimental image,Brightfield,,DAB,Medial ganglionic eminence (strong)
HDBR_NKX2-2_IHC_10PCW,"12721,4,fb,10pcw,021_NKX2-2.svs",HuDSeN:1076,"Fetal brain 12721, slide 21",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_10PCW/12721,4,fb,10pcw,021_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_10PCW,"12721,4,fb,10pcw,161_NKX2-2.svs",HuDSeN:1076,"Fetal brain 12721, slide 161",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_10PCW/12721,4,fb,10pcw,161_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,113_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 113",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,113_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,177_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 177",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,177_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,185_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 185",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,185_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,189_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 189",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,189_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,197_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 197",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,197_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,205_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 205",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,205_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,213_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 213",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,213_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,221_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 221",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,221_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,229_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 229",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,229_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,245_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 245",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,245_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,261_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 261",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,261_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,269_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 269",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,269_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,277_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 277",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,277_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,293_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 293",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,293_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,305_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 305",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,305_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,314_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 314",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,314_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,37_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 37",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,37_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS18,"1262,2,Embryo_Placenta,CS18,89_NKX2-2.svs",HuDSeN:754,"Embryo 1262, slide 89",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS18/1262,2,Embryo_Placenta,CS18,89_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS19,"352,1,Head,CS19,237_NKX2-2.svs",HuDSeN:683,"Embryo 352, slide 237",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS19/352,1,Head,CS19,237_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS19,"352,1,Head,CS19,270_NKX2-2.svs",HuDSeN:683,"Embryo 352, slide 270",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS19/352,1,Head,CS19,270_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS19,"352,1,Head,CS19,284_NKX2-2.svs",HuDSeN:683,"Embryo 352, slide 284",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS19/352,1,Head,CS19,284_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS19,"352,1,Head,CS19,293_NKX2-2.svs",HuDSeN:683,"Embryo 352, slide 293",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS19/352,1,Head,CS19,293_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS19,"352,1,Head,CS19,301_NKX2-2.svs",HuDSeN:683,"Embryo 352, slide 301",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS19/352,1,Head,CS19,301_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS19,"352,1,Head,CS19,321_NKX2-2.svs",HuDSeN:683,"Embryo 352, slide 321",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS19/352,1,Head,CS19,321_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS19,"352,1,Head,CS19,407_NKX2-2.svs",HuDSeN:683,"Embryo 352, slide 407",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS19/352,1,Head,CS19,407_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS19,"352,1,Head,CS19,423_NKX2-2.svs",HuDSeN:683,"Embryo 352, slide 423",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS19/352,1,Head,CS19,423_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
